label,text,text_proc
pants-fire,"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",page num_token house health care bill says specifically people can't purchase private health insurance date certain
half-true,Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.,republicans went way praise eric holders nomination single republican senator opposed eric holders nomination
barely-true,We actually have not required in this law that you carry health insurance.,actually required law carry health insurance
pants-fire,States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.,states still face mandate expand medicaid coverage president obamas health care reform law
barely-true,SaysTom Cotton voted against preparing America for pandemics like Ebola.,saystom cotton voted preparing america pandemics like ebola
barely-true,"Since President Obama took full control of Washington every single day, more than 1,500 of our jobs have been lost.",since president obama took full control washington every single day num_token jobs lost
pants-fire,"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",says nancy pelosi said waiting long hours emergency room allow make new friends
mostly-true,"The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics.",dream act written members parties came vote year half ago republicans congress blocked bill hadnt changed thing changed politics
barely-true,Says former state Sen. Kelli Ward wanted to ban our intelligence agencies from operating in Arizona.,says former state sen kelli ward wanted ban intelligence agencies operating arizona
half-true,"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.",num_token three year olds four year olds across america lose access preschool head start program num_token state florida alone
